,brand,reviews_doRecommend,reviews_rating_score,reviews_text,reviews_title,review_rating
879,Amazon,TRUE,5,I I bought this for a friend since she liked mine so much.It is a great way to check emails and read Kindle e-Books.I keep an SD card in mine and store my books on it. You can just drop this in your purse to read on the go.,Kindle Fire,POSITIVE
880,Amazon,TRUE,5,"Husband is a first time user, he is doing really well with it.. He has low vision problems and this made reading his favorite books a lot easier to read.",Easy to operate and read.,POSITIVE
881,Amazon,TRUE,4,It's actually a very good product for a decent price. Not lightning fast but it is okay for everyday use.,"Okay, but not the best",POSITIVE
882,Amazon,TRUE,5,Love customer service very knowledgeable and helpful,Great price,POSITIVE
883,Amazon,TRUE,5,Very good tablet for the price economical and the ability to carry in backpack,Great,POSITIVE
884,Amazon,TRUE,5,"I bought this Kindle for my husband's birthday. I have had a Kindle since 2013 and I used it mostly to read and check emails while travelling. My husband is not particularly a book reader, but he spends way too many hours alone, in his office, reading his face book messages. Now, with the new Kindle he actually multi-tasks, in the living room, on facebook, email, and internet, at least in proximity to me, so he might even join me in a conversation! I think his Kindle has much imporoved our 35 year marriage!",Great gift,POSITIVE
885,Amazon,TRUE,5,It is easy to use. It was cheap. Have not found anything about it that I do not like.,Perfect for what I wanted it for.,POSITIVE
886,Amazon,TRUE,5,i really love this product because it lets me read books and surf the net,great product,POSITIVE
887,Amazon,TRUE,5,"Love this tablet. Bought it to be my touch screen remote for my harmony hub, but use it for so much more now.",Great tablet,POSITIVE
888,Amazon,TRUE,5,make sure you buy a micro sd card with at least 64 gb of memory. or you will have to constantly delete old items.,works great.,POSITIVE
889,Amazon,TRUE,4,"This is a good product but the one I bought stops working after three or four typed sentences and the Geek Squad guy told me when I brought it back that I had to go into settings and clear the data when it does that. WRONG ANSWER. That should never have to be done. He had no idea what he was doing and North Haven Best Buy didn't offer to fix or replace my Kindle. This is the third product I have had to go back and either return or exchange because it wasn't working properly or at all. One manager tried to excuse the store by asking me if I understand Best Buy doesn't actually manufacture these products. If that is the best they can do to explain why they, as the Point of Sale, keep selling defective products, the North Haven store has a big problem.",Very easy to use.,POSITIVE
890,Amazon,TRUE,4,like the speed the 8 inch screen is great. Works well.,like it,POSITIVE
891,Amazon,TRUE,5,Up and coming new technology helps everyone to enjoy life more greatly,Awesome tablet,POSITIVE
892,Amazon,TRUE,5,This is the perfect tablet for my purposes. Easy to use and the perfect size. Not too large and not too small.,Great item,POSITIVE
893,Amazon,TRUE,5,This device is s really good piece of electronic. It is a good reader and also is very good for my 2 year old granddaughter to use.,Great device,POSITIVE
894,Amazon,TRUE,5,"For my son as a present for college books. 5 textbooks were 1/4 the price on kindle than if we bought them on Amazon, this is my third kindle. Other two still working great,",Great kindle,POSITIVE
895,Amazon,TRUE,4,"I bought this to replace a 7""fire hd tablet that broke. Amazon changed the operating system so it took me a while to figure it out. I set this up for my son with special needs. I tried to make it as simple as possible for him. It is a little bigger. The sound isn't as good as the previous fire tablet. It also seems very slippery. I got a rubber honeycomb type cover for it. That seems to help us to grip it better. Over all, it's a good tablet for a child. Just use parental controls, and get a good cover for it.",Fire HD tablet,POSITIVE
896,Amazon,TRUE,4,"Reciever of this really likes and and says its a step up from the fire hd7, so I guess that is what counts.",Was a gift,POSITIVE
897,Amazon,TRUE,5,"My bf got me this as a birthday present from my son. It's just like my 7"" although larger. I cannot tell the different between the regular and the HD and I game on it. I'm not sure if it cost more, but wouldn't waste the money if it did.",Birthday Present,POSITIVE
898,Amazon,TRUE,4,"Noticeable improvement over the fire 7 inch. If you're a first-time tablet owner then the fire 7 inch is a great device. But if you've owned a tablet with higher specs, there is a noticeable improvement with the fire 8 inch . The Fire 8"" has a better display and faster processing.",Noticeable improvement over the fire 7 inch,POSITIVE
899,Amazon,TRUE,5,Very satisfied for $39.95 sales price. Way faster than I expected.,Great tablet for the price.,POSITIVE
900,Amazon,TRUE,4,"I purchased this for a small child to use. She is quite happy with it, however it was a little too slow for my taste.","Adequate 8"" Tablet",POSITIVE
901,Amazon,TRUE,5,"My new Kindle is an upgrade from my 7 year old Kindle Fire. As to be expected the video quality is better along with faster performance and more features. I still use my old Kindle as it is still ticking but the ""shiny new toy"" is fun.",Kindle upgrade,POSITIVE
902,Amazon,TRUE,4,"Reliable, price efficient device. Easy to use for all ages.",Details are accurate.,POSITIVE
903,Amazon,TRUE,5,"I can play games, surf the internet or watch movies. I can check my e-mail or just about do anything I can do on a regular computer.I strongly recommend it.",awesome price for a great item,POSITIVE
904,Amazon,TRUE,5,"This is a terrific tablet at a great price. The quality is excellent, the price is right, it has tons of storage capacity. And oh, did I mention that it's cheap? (Cheap for a tablet, that is.)",Absolutely awesome,POSITIVE
905,Amazon,TRUE,5,Had a great experience with my Best Buy rep! Great Job!,Great,POSITIVE
906,Amazon,TRUE,4,"Small, portable and very easy to use. I have not had any issues as of yet.",Functional,POSITIVE
907,Amazon,TRUE,4,I purchased this product on a whim with a very limited purpose which was to study for an exam while in the middle seat on a long flight. I expected to hand it to my 10-year old after my exam. The surprise was that really enjoy the device and in particular I like the Amazon account integration: On my next flight I was delighted to find that the unit actually downloads my videos for offline viewing! The best part is that I upgraded the memory with a 64GB SD card so now my available content is awesome! Truth is that my first unit inexplicably failed but Best Buy replaced my unit right away and I expect great things with this new device! My son also uses it on long trips!!!,Surprisingly GOOD,POSITIVE
908,Amazon,TRUE,5,"I bought the HD Fire 7 for my wife,I liked hers decided to buy the Fire HD 8 for myself I love it.Nice graphics easy to use.",HD Fire8,POSITIVE
909,Amazon,TRUE,4,Able to download music and movies free!!!!!!!!!!!!,Awesome if you have Amazon Prime,POSITIVE
910,Amazon,TRUE,5,"I have used the Kindle mostly for reading. I have downloaded books from Amazon, some free some purchased, that I have heard about for years and now will read. I have also read Manga from the Internet. My use of the internet has also included looking up gardening hints, animal care, and dog breed characteristics.",Very useful in reading and in using the internet.,POSITIVE
911,Amazon,TRUE,5,This was a gift for my son and he loves it. It not only helps him with his homework but he could also play games on it!,Kindle fire,POSITIVE
912,Amazon,TRUE,4,"You cannot top the value at this price point with any other tablet. The only reason I give it 4 stars instead of 5 is the limited app selection through the amazon app store. If this came with the google play store, I would give it a 5 in a heartbeat. Overall it is a great tablet at this price point. I would highly recommend it.",Great Value,POSITIVE
913,Amazon,TRUE,5,Great for my mom who isn't tech savvy. Luv it! :-),Perfect step up from a kindle,POSITIVE
914,Amazon,TRUE,4,Very smooth tablet no lag at all also good battery.,One of the best fire tablets I've purchased so far,POSITIVE
915,Amazon,TRUE,5,Love the kindle will continue to buy them for my family,Great kindle,POSITIVE
916,Amazon,TRUE,5,"awesomeness, love how i xan watch my xfinity movies",great taBlet,POSITIVE
917,Amazon,TRUE,5,This tablet is not only a great price but exactly what I needed for quick Internet access and to download books !,I love my new tablet !,POSITIVE
918,Amazon,TRUE,5,I purchased the Amazon Fire HD 8 to replace my 2nd generation Kindle Fire. It works great and the colors are sharp.,Great tablet,POSITIVE
919,Amazon,TRUE,5,The 8 is bigger and lighter weight than my old 7 and the battery life is longer. It also has more storage and a camera. Love it!,Upgrade from fire 7HD,POSITIVE
920,Amazon,TRUE,5,"I lost my tablet in Germany and wanted a replacement fast. Best Buy, had both the 7 and 8 inch Kindle fires in stock, after reading the reviews, I decided to go with the 8 inch. Boy was I glad that I did, the larger viewing area, is great for watching movies and Netflix on the airplane. The 8 inch has stereo sound , unlike the 7 inch which has only mono. Overall I am really happy with this tablet",Excellent tablet,POSITIVE
921,Amazon,TRUE,5,Pros - HD quality for low price. Works really well with my Amazon account to access multiple Amazon features with extreme ease. Couldn't be happier. I have iPads too which are extremely versatile but they came with a big price but not this tablet. Love it!,Excellent buy!,POSITIVE
922,Amazon,TRUE,4,"We bought this one and a black one for our kids. It's very durable and good price for the quality. For myself personally, I still prefer my iPad, but if on a budget, you won't regret the investment. It's so simple I sometimes struggle using it. The free time experience is awesome for little ones and I can set parameters, which is a huge bonus. For a first-time tablet user, this is a solid product.",Great for kids!,POSITIVE
923,Amazon,TRUE,5,"A very good product by amazon. Considering the price, even better.",Really good,POSITIVE
924,Amazon,TRUE,4,"Good for watching movies, reading books and playing games but don't expect to do much more. Everything else can be a challenge and it can get laggy and once in a while it'll just shut down a program or completely reboot.",Good cheap tablet,POSITIVE
925,Amazon,TRUE,5,Excellent product. I would definitely purchase again.,Excellent,POSITIVE
926,Amazon,TRUE,5,"After using this tablet for a while, I have found that I even prefer this size over my iPad Air. Easy to carry around and long battery life make this my preferred device. The screen is just the perfect size for my older eyes, the screen on the 7"" fire is just too small and cramped, and it seemed a lot less responsive. I highly recommend this sweet tablet.","Perfect size for daily use, good battery life",POSITIVE
927,Amazon,TRUE,5,This was a BIRTHDAY GIFT for my LITTLE one and she LOVED it!,My LITTLE one LOVE this TABLET,POSITIVE
928,Amazon,TRUE,5,"I purchased two of these as Christmas presents for my children. I had been researching child friendly tablets with robust controls to keep them away from undesirable content. I found the 7"" Fire Kids Edition, but after looking over the specs and reviews, I found myself unsure of it. I was mostly interested in the FreeTime application, so I did some research on that and found that it was available on other Fire models also. I came across the new Fire HD8, which had more power, a better screen, and far better battery life at a very affordable price point. I gave them a shot and I'm glad I did.I have the Fire HD8's locked into FreeTime mode, so the only activities that can be done are ones that I approve of, but if I want to, I can pick up either of them and unlock them to access Netflix/Amazon Prime or anything else I desire. I currently have reading goals set up that they must achieve before they are able to access videos or games, and those are limited to X amount of time per day. FreeTime also has a bedtime feature which disables/enables the use of the tablets during designated times, which is amazing.The hardware itself is exceptional. The screen resolution is excellent, it's very responsive, and the battery life is spectacular! They advertise up to 12 hours of battery life, and depending on screen brightness, ours last almost that long regularly. The only con I can think of is that the cameras are sub-par, but that's not what I purchased the tablets for, so it's a non-issue for myself.Some of the reviews I read cited that the internal storage was easily filled with FreeTime content, so I installed 128GB SD cards in them. I also purchased some rugged children's cases for them off of Amazon.This is probably one of the best purchases I have made in a long time. The sound of silent children reading all day is priceless!!!",Excellent Product,POSITIVE
929,Amazon,TRUE,5,"I bought this tablet for my sister to replace her kindle. We love it except for the fact it would not connect to ATT internet. I suspect this was an ATT problem. The internet could not be authenticated. Since we have had problems with ATT for seven years, I am sure it was a problem with them! Once my sis read the instructions, she was good to go!",Kindle/Amazon Fire,POSITIVE
930,Amazon,TRUE,4,Great tablet for a kid enjoys very much would buy again,Good low budget,POSITIVE
931,Amazon,TRUE,4,"Overall, very impressed especially when compared to my iPad mini 4. This tablet does it all and makes for an excellent e-reader, while also boasting specifications that rival any iPad.",Decent Tablet - For the price,POSITIVE
932,Amazon,TRUE,5,"works great for us for video calling, for kids watching videos",Great Tablet,POSITIVE
933,Amazon,TRUE,4,My wife loved her gift. I made the right purchase.,Great,POSITIVE
934,Amazon,TRUE,5,"I own two Amazon fire tablets with this one being the same as owned.. My sister in law wanted a tablet and since I owned one just like this one I figured it to be a good buy.. She just loves it, she is able to do her scheduling, read books and watch her news programs.. It's a great Alertanative to an iPad... great price and just as powerful for a lot less cost..",Tablet gift,POSITIVE
935,Amazon,TRUE,4,"These Kindle Fire tablets simply can't be beat in terms of value and bang for your buck if you have an Amazon Prime account it would be a crime not to have a Fire tablet.Good strong build quality, very nice bright screen with a strong picture and good resolution. They are pretty responsive, have good battery life and can handle the abuse of letting your kids use it as well.",Kindle Fire HD 8,POSITIVE
936,Amazon,TRUE,5,We bought this tablet for our son in college and he loves it.,great!,POSITIVE
937,Amazon,TRUE,4,"This is my first tablet and it's going well so far. I purchased this for reading and streaming. There have been a few hiccups with regards to a streaming video buffering for a long time and sometimes I have trouble with response on commands, but overall, I'm happy. It's been a nice device to have for reading online material offline.",So far so good,POSITIVE
938,Amazon,TRUE,5,Replaced my hd fire 7 because broke screed. Very pleased with the large screen.,good upgrade from my old kindle,POSITIVE
939,Amazon,TRUE,4,"My only dislike is that being a Kindle, my Kindle books cannot be sorted into categories. It's harder to find new books I've downloaded some time ago when I have to search through all of them.",Easy to use; minimal set-up needed,POSITIVE
940,Amazon,TRUE,5,Purchased as a gift. The receiver loves it and said that it works nicely.,Nice Gift,POSITIVE
941,Amazon,TRUE,5,Purchased this for my 80 year old mother in law to replace her old cracked screen one. Everything was perfect easy to use and set up. She has zero problems using this for online and reading books.,Everything we needed,POSITIVE
942,Amazon,TRUE,5,Love it I sent one down to my family in Mexico they loved it,Easy to use,POSITIVE
943,Amazon,TRUE,5,Bought this as a gift for my mother. She absolutely loves it. Easy to set up and use. and the price was right.,good product,POSITIVE
944,Amazon,TRUE,5,"I am loving this tablet. My previous tablet was a 1st year Fire. This tablet is great for reading, games,facebook and emails.",Excellent,POSITIVE
945,Amazon,TRUE,5,This is my third Kindle and I have loved them all. I still have my first Kindle and use it. I just wore my Kindle Fire out with 5 + years use. I am very happy with everything my new one can do. No disappointments at all.,I love my new Kindle. It's better than I thought.,POSITIVE
946,Amazon,TRUE,4,I got this for my husband for his birthday. He likes the light weight and the speakers and how powerful it is.,Pretty nice. Light weight,POSITIVE
947,Amazon,TRUE,5,Got it for my Dad. Easy to use and he loves it. Good stepping stone for future producs,User friendly,POSITIVE
948,Amazon,TRUE,5,One of the best purchases or investments you could make for technology.,Good Replacement for Ipad,POSITIVE
949,Amazon,TRUE,5,I bought it for kindle books and was amazed by its overall features. Its Kindle with features of a TAB.,Worth every dime!!,POSITIVE
950,Amazon,TRUE,5,"I bought this primarily for reading, but, being a tablet it is able to do so much more! I can listen to music, download movies and check email. I love it! Way better than my Nook!",Great tablet to replace my nook,POSITIVE
951,Amazon,TRUE,4,"Great tablet for price! Fast, works great, great sound volume, great pixelation and screen size",Great for price!,POSITIVE
952,Amazon,TRUE,4,"I'm new to tablets but this one is pretty easy to understand and use.There's a decent amounts of apps at start up, which can be good and bad.",Beginner to Tablets,POSITIVE
953,Amazon,TRUE,5,i would buy this item again. however charging port is,"easy to use , great for streaming",POSITIVE
954,Amazon,TRUE,4,"so far. A few not so great things, modt of them managed to resolve them though.",Good....,POSITIVE
955,Amazon,TRUE,4,This is a nice little tablet and Great for the kids,Easy to use,POSITIVE
956,Amazon,TRUE,4,Not a huge fan of products that aren't Apple but this one is good. Haven't had any problems with them at all.,Great tablet,POSITIVE
957,Amazon,TRUE,4,I bought this for my sister as a gift so she need not use her laptop for basic internet surfing and to watch movies while travelling. The device speed is decent although you cannot compare the performance to a laptop. If you want to avoid carrying a bulky laptop during travel and want a budget make do device for laptop then choose amazon fire tablet.,Good device for beginners,POSITIVE
958,Amazon,TRUE,5,"I got this tablet for my mother and cousins. It's been very speedy to my surprise, not as fast as a high end tablet but no lag and a very nice 720p display with good build quality. Would definitely recommend if your looking for an affordable tablet",Nice and Fast budget tablet,POSITIVE
959,Amazon,TRUE,5,YOU PAY FOR THE BEST AND YOU GET THE BEST. THANK YOU BEST BUY FOR PROVIDING THIS PRODUCT,WHAT CAN I SAY,POSITIVE
960,Amazon,TRUE,5,"I have an older Kindle and enjoyed it very much. However, there is so much more improvement in this tablet with faster processing speed, upgradable storage and longer battery life. I'm really happy!",Enjoyable Tablet,POSITIVE
961,Amazon,TRUE,5,"This was the perfect tablet for what my husband wanted. 8"" size was not too big or too small. You can carry it without it being clumsy to drop.",great tablet,POSITIVE
962,Amazon,TRUE,5,I love my kindle.It is user friendly and there's so much more than I thought.,Kindle,POSITIVE
963,Amazon,TRUE,4,Great little tablet after you add google play store. Takes some research to do.,Great Value after additions,POSITIVE
964,Amazon,TRUE,5,Awesome tablet and great value for money. My son is enjoying it a lot.,Awesome!value for money,POSITIVE
965,Amazon,TRUE,5,"I bought this as a cheap alternative to an old, slow, iPad 2, until I could spring for the iPad Pro. Got it as a Black Friday deal, so it was more than worth it. Was able to add some missing apps that make it even better than I thought it could be, and having Amazon Prime makes it an inexpensive and handy media device. I carry it in my bag at all times without having to worry about it's value. Can't beat it for the price.",Great tablet for the $,POSITIVE
966,Amazon,TRUE,5,"I love to read! Books,books, books and more books.",Great Kindle,POSITIVE
967,Amazon,TRUE,5,"Longtime Apple user, but for this price vs an iPad you can't beat this product!",Great product,POSITIVE
968,Amazon,TRUE,5,Easy to use. Great picture clarity. Wish they had a cellular version.,Great Tablet,POSITIVE
969,Amazon,FALSE,4,I got this because it was a cheap tablet. It does great for watching videos from the tablet and sound is good also. I don't like the amazon ecosystem or app store. I wish they would sell android tablets with their apps on them like they are doing with their phones.,Easy to watch videos,POSITIVE
970,Amazon,TRUE,5,This is a good tablet to own. I like the features.,Nice tablet,POSITIVE
971,Amazon,TRUE,5,My son needed a tablet to take notes on at college classes. He wanted something small and lightweight instead of taking his laptop. He's found it to work perfectly for what he needs!,"Easy to use, economical",POSITIVE
972,Amazon,TRUE,4,"purchased for my sister for reading books, internet and games - perfect for beginners and novices. Easy to use. Would be a five if available with 4g",perfect for first time user,POSITIVE
973,Amazon,TRUE,5,Love the added space. Easy to move around in. I am excited to use all the new features.,Really love my new Kindle.,POSITIVE
974,Amazon,TRUE,5,"Gave as Christmas gift,and wife loved it. She has not put it down since she has gotten it.",great Christmas gift,POSITIVE
975,Amazon,TRUE,5,"I love this new Amazon Fire HD. I have a 6 year old and I've set it up so that he has his own password and he loves to read all the free books available. The different shades of back lights are cool. If you purchase the new Amazon Fire HD, it will enhance your reading experience.",So many nice features,POSITIVE
976,Amazon,TRUE,4,I decided to buy this instead of a traditional kindle and I do not regret my decision at all!The only con (for those evaluating this as a tablet) is that Amazon has their own App Store. Many apps from GooglePlay/AppStore are simply not available.,Best tablet for price,POSITIVE
977,Amazon,TRUE,5,We had an old Fire and upgraded to the Fire HD. Love everything about it so far.,Love the Fire,POSITIVE
978,Amazon,TRUE,5,"The fire tablet is a great tool for reading, surfing the web, playing games and even watching some Netflix, on a bigger screen, without killing a cell phone charge.",Useful aid,POSITIVE
979,Amazon,TRUE,5,Great value! This tablet is great for everything. It's not as powerful as an iPad but the price can't be beat.,Awesome Tablet,POSITIVE
980,Amazon,TRUE,5,"I like that it is a good reader and that you can also put some apps on it -- I use it to check email, one note, etc. but primarily as a reader.",Best deal on a reader tablet,POSITIVE
981,Amazon,TRUE,5,Got this tablet cause I wanted to start reading more graphic novels and manga and was very impressed with it it runs smooth and even use Hulu and netflix on it. My only flaw with it is that there are ads on your lock screen though you can take them off for $15 other than that it's a grade little tablet!,Awesome tablet only one flaw,POSITIVE
982,Amazon,TRUE,5,My wife wanted this and I got it for her. She has been totally happy with it. She loves it for its size for reading online books.,Perfect Gift,POSITIVE
983,Amazon,TRUE,4,I am very pleased with my purchase the tablet is a great project is there a product is very versatile,Good product,POSITIVE
984,Amazon,TRUE,5,Great tablet. Easy to use. Will recommend it to others.,Great tablet.,POSITIVE
985,Amazon,TRUE,4,"If you're looking for a small but effective tablet that's reasonably priced, this tablet is the one for you. It's easy to understand the directions, therefore making it a snap to learn how to work the tablet. It comes in different colors and is easy to read and use. Give it a try. Thanks, Best Buy!!!",Another great tablet,POSITIVE
986,Amazon,TRUE,4,Very competitive Price - Unit works well we like color and size,For wife - likes it,POSITIVE
987,Amazon,TRUE,5,"The HD8 and HD7 are amazing for the price. They aren't top powered tablets, but they're functional tablets. Right now, in Feb 2017, either one is a good replacement for the Nexus 7.",Very Nice,POSITIVE
988,Amazon,TRUE,5,Bought this for my niece and she loves it. Very easy to use from what she tells me!,Great gift for readers,POSITIVE
989,Amazon,TRUE,5,"Such a a great tablet that does everything, love it!",amazon fire!,POSITIVE
990,Amazon,TRUE,5,"I am an avid Amazon user for shopping and tablets, I bought a different model for my younger brother and now purchased this one for my grandparents and they love it!",Amazon Lover,POSITIVE
991,Amazon,TRUE,5,"I purchased this for my parents who were always viewing facebook or other videos on their cell phones, this Amazon tablet is perfect for them! It's user friendly and if you have an Amazon Prime account has great access to movies and music.",Great for Parents,POSITIVE
992,Amazon,TRUE,4,"I've had iPad mini's before so this tablet in my opinion can't compare. However, that being said. I bought this tablet for the purpose to watch Netflix and read books on. In my opinion it handles these two task perfectly. The screen isn't as clear and crisp like other tablets but hey I didn't pay $300 for it either. I like this size and it seems fast. I'd have to say I like it a lot. On another note, I'm giving this review only 4 stars because i am absolutely annoyed at Best Buy and their shipping. This is about the 3rd time I've ordered a product and had it shipped to me and Best Buy said it would be here at a certain date and UPS screws It up every time. Don't have any issues anywhere else but always when I order from Best Buy and have it mailed to me. Anyways, the tablet is good for the price and I'd recommend it over any other lower end teblets.",Good for the price,POSITIVE
993,Amazon,TRUE,5,"I bought one for my 9 year old son for his birthday - and now we are buying another one for our ten year old. We have had some tech issues as we are juggling three tablets on one account - but with careful monitoring, it's ok.",Wonderful starter for a child,POSITIVE
994,Amazon,TRUE,5,Wonderful little buy! Tired of my bulky tablet. This one stays charged a lot longer!,Wonderful buy for the money spent,POSITIVE
995,Amazon,TRUE,4,"Nice tablet with the slightly bigger screen, great for tv, movies and reading especially for older eyes. Good size as well, it fits nicely into a purse or tote without being too heavy",Great tablet for entertainment,POSITIVE
996,Amazon,TRUE,5,I like because I can download movies to watch offline with netflix,My second one,POSITIVE
997,Amazon,TRUE,4,I bought this tablet for my mom on her birthday recently. She loves it and uses it all the time.,Fire HD,POSITIVE
998,Amazon,TRUE,5,I always wanted a tablet and finally decided on the amazon fire 8. It is awesome and I love it.I downloaded some games and I am enjoying them. It is great for internet too. Definitely worth the price. You get a lot for the money. It had lots more options too.,Love this tablet,POSITIVE
999,Amazon,TRUE,5,"It was okay, but most of my apps were stripped down versions on the HD-Fire. It was inexpeisve, but you get what you pay for. The O/S is pretyy premitive. The hardware does fell nice. I would say it is the perfect device for an older or younger person.",Ho-hum!,POSITIVE
1000,Amazon,TRUE,5,"I have owned several kindles. I don't know what I do to them, but they tend to die rather quickly. Thank goodness for Best Buy's extra protection. The last two that quit on me were replaced quickly and effortlessly. Excellent customer service as well!",Just as expected,POSITIVE
1001,Amazon,TRUE,5,"Love using this Kindle to look up real estate sales, play mind games, and take pictures. Love the bigger screen and the great resolution. Sound is also far superior to my older model Lindle.",Fun adult toy,POSITIVE
1002,Amazon,TRUE,5,Wife loves it. She said it opens much faster and likes auto updates for apps.,nice upgrade,POSITIVE
1003,Amazon,TRUE,4,Super easy to set up and use :)Got one for daughter and got one for self!!!!!!,great for a beginner,POSITIVE
1004,Amazon,TRUE,4,"the tablet is great, but all the advertising is annoying","works great, but.....",POSITIVE
1005,Amazon,TRUE,5,"This Tablet does absolutely everything I want! I can watch TV Shows or Movies, check my Mail, Facebook, Google.......pay all my bills. It processes fast and has a beautiful screen. As I said: Everything I want in a Tablet for less than $100!",You get the entire World for less than $100!,POSITIVE
1006,Amazon,TRUE,5,"And she has been happy about it ever since. Not being that tech saavy, this specific device has a user-friendly tutorial to help get started.",Purchased for Mother as a present,POSITIVE
1007,Amazon,TRUE,4,"Got this to replace the Samsung tab A 7"". That Samsung tab lagged a lot but I haven't seemed to have as much problems on the fire tab, the only downside is that the battery dies fast.",Good purchase,POSITIVE
1008,Amazon,TRUE,5,"I have had a Samsung Tablet for 3 years, and I have to say that I love this Amazon Kindle 10x better. The picture quality is amazing, it is light weight, it is easy to navigate.",Great Kindle,POSITIVE
1009,Amazon,TRUE,5,"Great tablet, great screen, great price! Very user friendly, especially for a not so Tech savvy person.",Very user friendly!,POSITIVE
1010,Amazon,TRUE,5,This is as good as my my Ipod! I would recommend it,Love it!,POSITIVE
1011,Amazon,TRUE,5,"Needed a new tablet for reading books, movies and surfing the Web. This meets all my needs!",Great tablet for the price!,POSITIVE
1012,Amazon,TRUE,4,Great upgrade from Kindle Fire. Reasonably priced for product.,Clear & crisp!,POSITIVE
1013,Amazon,TRUE,5,I would recommend this to my friends that you can shop on amazon has many preloaded games. Many Apps,Great for beginner,POSITIVE
1014,Amazon,TRUE,5,Great Product and great Price! Love it i would recommend to anyone who is looking for tablet on a good price,Awesome,POSITIVE
1015,Amazon,TRUE,5,Simple and easy to use!! The wife takes it everywhere!,Love it!,POSITIVE
1016,Amazon,TRUE,5,Easy to use! Just plug in and search for your favorite movies and TV shows.,Great for movies and TV shows,POSITIVE
1017,Amazon,TRUE,5,"I love my new Fire HD! I had one of the first generation Kindle Fire, and loved it, love this one even more!!!","Great HD Clarity, faster browsing",POSITIVE
1018,Amazon,TRUE,5,I gave it as a gift to a friend who is a senior citizen who had an Amazon Paperwhite. I thought this would be a lovely upgrade for her and it has been. She loves it!!,This Fire works great for the person I gave it to.,POSITIVE
1019,Amazon,TRUE,5,Great device very functional love it will recommend,Great,POSITIVE
1020,Amazon,TRUE,5,Bought this for my Father-In-Law for Christmas and he loves it. Easy to use and has already bought 5 books for it!,Great Product,POSITIVE
1021,Amazon,TRUE,5,Can't say enough good about it. My 10 year old loves it.,Love it!,POSITIVE
1022,Amazon,TRUE,5,"Enjoy the Kindle, fun games, can access the Internet, read books, etc.",Awesome,POSITIVE
1023,Amazon,TRUE,4,The tablet works just great and the price can't be beat!,Great tablet,POSITIVE
1024,Amazon,TRUE,4,We did get this when it was in sale for about 50$ and for that this is an incredible value tablet perfect for anyone who wants a screen without paying premium prices. Build quality is fine and screen isn't the best but definitely usable.,Perfect gift,POSITIVE
1025,Amazon,TRUE,4,It's not a regular tablet but I just use it to use Facebook,Good for what I use it for,POSITIVE
1026,Amazon,TRUE,4,The screen is clear and tablet is faster than i expected. Great colors also!,Great tablet,POSITIVE
1027,Amazon,TRUE,4,Not the most powerful tablet but is flawless when utilizing the Amazon programs,Very useful for the low cost,POSITIVE
1028,Amazon,TRUE,5,"Bought this for my elderly mother who was wanting the ability to read and/or listen to books. After a slow start getting her going (she is not tech savvy) she is really enjoying the versatility of this tablet. Although it does not have cellular data ability, which she had no use for, it gives her the flexibility to connect to wireless networks when she makes her weekly casino visits.",good tablet,POSITIVE
1029,Amazon,TRUE,4,This was a gift to a friend. So far she loves it..,Gift,POSITIVE
1030,Amazon,TRUE,5,Books and magazines are easy to access and read!!!,Great product!,POSITIVE
1031,Amazon,TRUE,4,Bought this for my 8 year old in place of a Nabi that didn't work out of the package. Great basic tablet for this.,Great basic tablet,POSITIVE
1032,Amazon,TRUE,4,"As I reviewed different tablets, this tablet kept coming back as my best option for the items I was looking for. It IS a great tablet, but there are a few things I don't really like about it. I didn't realize that Amazon has it's OWN browser SILK. Everything even your banking info goes through Amazon. Not sure I like that. Also, items don't automatically close out when you leave a page and I have to frequently hit the button on the bottom and close out multiple items. It might just be that I am not THAT computer savoy, though I do know how to navigate my way around. Sometimes the touch feature just seems to freeze and won't recognize that I am attempting 'touch'. Lastly, the on/off button is right where you hold the tablet on the side, so I am often 'accidently' shutting it down. Most annoying! Overall, I am happy with my purchase and for the price I like it. Just wanted to point out the other items.",Mom's Firestick,POSITIVE
1033,Amazon,TRUE,5,serves all my needs in a economy tablet and I would reccomend it to all.,great value,POSITIVE
1034,Amazon,TRUE,5,Good product with best price available in the market place,Good product,POSITIVE
1035,Amazon,TRUE,5,Tablet is a great tool to use the world wide web and check email.,Great for web surfing and email,POSITIVE
1036,Amazon,TRUE,4,"works great, wife loves it. Always happy with the kindle",Great tablet,POSITIVE
1037,Amazon,TRUE,4,Has a few quirks that are disconcerting bur overall a great product.,Does the job,POSITIVE
1038,Amazon,TRUE,4,Only a few quirks when it comes to this Kindle. Better quality sound and display.,New and improved kindle,POSITIVE
1039,Amazon,TRUE,5,Great tablet. Picture is super sharp and so easy to read.,Amazon - Fire HD8 - 8 - Tablet - 16GB,POSITIVE
1040,Amazon,TRUE,4,I picked this tablet up for a 5 year old grandchild as a way to learn how to use a tablet works fine .,basic tablet,POSITIVE
